customer_id,age,job,marital,education,default,balance,housing,loan
f2fe0536dec95f4597ff3803c336843a,41,blue-collar,married,primary,no,258,yes,no
fb57e34fd4430fec8f48c08a7135fe94,43,technician,married,primary,no,117,yes,no
a934ed1ddcf4d38500e139e7efdd94ea,29,management,married,tertiary,no,199,yes,yes
3a6f1e2442b36a5bd721d7c6795013a8,56,services,married,primary,no,219,yes,no
58f484fa48cb658910b501b7cd6d7631,46,technician,married,secondary,no,1571,yes,no
f886935c8e1b11c357046228ed4efe66,42,blue-collar,married,primary,no,223,yes,no
93864b0b5127e44161ac58d3a5c7ed9d,36,blue-collar,married,primary,no,-79,no,no
45ceaaef6764c321ae5a163c42b84b1e,29,services,married,primary,no,321,yes,no
a34e90174f4b06af4a0912dd59a4eb82,43,admin.,single,secondary,no,2527,yes,no
a93d28bb67f362bf6ac63312e92b1cca,48,admin.,married,secondary,no,5,yes,no
547e72a0382c61ef465fb012aec2def9,38,blue-collar,single,primary,no,20,yes,no
017abe03fe7c1c1b9108a9a6a570fda3,46,blue-collar,married,secondary,no,1045,yes,yes
e5c6004bbed21d19a52ee0c8ae23b909,44,blue-collar,married,secondary,no,1,yes,no
c63bbf5a4ac816cb10015af34a596dbc,28,management,married,tertiary,no,3,yes,no
66bda16404a04709183df43e37ad284a,28,blue-collar,married,primary,no,-55,yes,no
67ae58d4818854edad559d94a015dfaa,36,technician,divorced,secondary,no,141,yes,no
370456ab7c3abad14a802d30e1251a63,37,blue-collar,married,secondary,no,374,yes,no
80e286c5e921ee2dc4119ca8c447888e,56,management,married,primary,no,93,yes,no
de40765e4e393e08a1eaff9872900adb,46,blue-collar,single,tertiary,no,460,yes,no
08561314978ed9688585f90c3deed64e,34,services,divorced,secondary,no,78,yes,no
08ce73be0abea91314e4b40b2e392297,32,entrepreneur,married,secondary,no,135,yes,no
948a4f56b2bf03c470b1b9d98df23b85,33,technician,married,secondary,no,367,yes,yes
2274653456ab6e6ab5eaace4f12ef133,36,services,single,secondary,no,248,yes,no
e1cc3a90b55a3563dc0bb4db98e715cb,35,services,married,secondary,no,630,yes,no
f625942b34c58697d3ca83a41304ae33,44,admin.,single,secondary,no,-30,yes,no
9c23b2d0c61da7c5690cff6df306f29e,37,technician,married,secondary,no,157,yes,no
6bb936e0e0b4f177be1dd0fb3ee62240,48,admin.,divorced,secondary,no,268,yes,no
162603db09748f76ec7245880bc65584,38,blue-collar,married,secondary,no,164,yes,no
5bee39140f2ac1c9ef5b2cd1e170d8da,44,technician,married,secondary,no,-97,yes,no
2fa559a0606d1c78920b499d8c088226,31,admin.,divorced,secondary,no,53,yes,no
27b2bd4b44cde9b75acbd77481554a9e,35,management,divorced,tertiary,no,788,yes,no
c47b51d839d2296195cba9998dd2d408,54,technician,divorced,secondary,no,1904,yes,yes
4646d79ddec84c36086e28cf1cc79a02,28,admin.,single,secondary,no,260,yes,no
4f0b617a73dddaf0de25a42b483d8f94,38,unemployed,married,primary,no,447,yes,no
d83445f5e063651a8b5772f8bb41777c,48,technician,married,secondary,no,720,yes,no
1af10ccaabb9e4344543d6606530dfba,31,blue-collar,married,tertiary,no,2827,yes,no
dd67a64d1d004fb89e0aaf9d206839af,59,retired,married,unknown,no,0,no,no
9b1fb47aab275e5e15c51e7f0f708e5e,29,admin.,single,secondary,no,1117,yes,no
978feb8d8351ccdf682f0301fbee55b1,28,blue-collar,married,secondary,no,597,yes,no
cabae73f7f23d54b224fe99ecbe48c73,50,blue-collar,married,primary,no,362,yes,no
a93d0d7d9f79adb9d1b7474bd1cb78f1,31,self-employed,single,tertiary,no,120,yes,no
fa9522da90afa0bb2f5bc3c735284032,32,admin.,single,secondary,no,89,yes,yes
1c655d56c062bfd22431d1df716a1763,30,services,married,secondary,no,442,yes,no
ff5d13890169f70d768b71a02616edd9,32,management,single,tertiary,no,111,yes,no
06d183d3d073ae2cf285429c6ff86a98,29,technician,single,secondary,no,247,yes,no
eade16b9e06efbcb6c9d8639a814d73d,30,admin.,divorced,secondary,no,1,yes,no
4d9b758039759f12aae0da88fa518ce0,34,management,married,primary,no,6,yes,no
8beface8585b4b253b4114d15d513ffe,34,blue-collar,single,secondary,yes,-947,yes,no
399269feee0bb86f008b95a61168bfc7,41,blue-collar,married,primary,no,191,yes,no
c62d9dfb1da05880ca41ebb97f121ea0,36,blue-collar,married,secondary,no,-147,yes,no
36279d1459c0a768371020d64ba1413b,31,technician,single,tertiary,no,703,yes,no
6dff22da8edbd1e281d69b633f3bbec2,39,blue-collar,married,primary,no,70,no,no
0cb87b9edcd8df1e76b8af0bfab530d8,36,technician,married,secondary,no,83,yes,no
1cd98a277ac9d0650a573625b4703c6a,39,blue-collar,married,secondary,no,125,yes,no
2bc4502331b38c10222ecbbfe54aa37c,37,blue-collar,married,primary,no,190,yes,yes
d507be08fab5c536ffc9b98bce3292cb,52,blue-collar,married,secondary,no,46,yes,no
65a92183bfc3c2488ccbf00c798af54f,25,management,single,tertiary,no,1348,yes,no
8b0e2585105075e0aab94e9bfbf855df,42,technician,married,secondary,no,420,yes,no
bef11d9fdaf0dfbc320492d54dc58c3a,27,services,divorced,secondary,no,96,yes,no
95968a0aa5c383d6e8697cdaea864a04,42,blue-collar,married,primary,no,271,yes,no
d0311638466d9b270a13ecd3d232a9e5,29,admin.,divorced,secondary,no,1320,yes,yes
4f0132a17161edb3ae8a55c006379229,38,blue-collar,married,primary,no,54,yes,no
c6fb65394529cee60adf0b12901691bb,42,entrepreneur,married,primary,no,198,yes,no
ebf0f21380643512afe22444e0003b92,35,self-employed,married,primary,no,1094,yes,no
b373081747a006d1f3cbcc2a7ff23720,41,management,married,tertiary,no,141,yes,yes
ae5a2c9ac9d151d1d4dd633b8f54eb4d,57,retired,married,primary,no,207,yes,no
d3842f70a60d1ea9764cdd6bd4895168,36,blue-collar,married,secondary,no,-206,yes,no
8cc86614098baba975467aa342bd9dfb,56,management,divorced,tertiary,no,177,yes,no
fe4bf8434d7110a48d77afe460ff97c2,33,blue-collar,divorced,primary,no,176,yes,no
a1675662c4cafcffaddcab7b49e17df9,41,entrepreneur,divorced,tertiary,no,-413,yes,no
c796c485566ff6a6b9167dde0e45f852,33,blue-collar,married,primary,no,-81,yes,no
0b337cc0a2f6613c848daaf3048fc1a6,35,management,divorced,tertiary,no,3837,yes,no
885e059afb0a07d83e7f95c8df73b724,43,management,married,tertiary,no,870,yes,yes
ec0a129cff8e569bec2e008bc02aff77,36,admin.,single,secondary,no,206,yes,no
060d779acdef5db7e6b2c989b2110b8b,37,technician,married,secondary,no,316,yes,no
aa093215d97a936228af7a3c892b2a91,51,management,married,primary,yes,57,yes,yes
9e3b5dfdc1462c9fa6a501910f33ebba,28,housemaid,divorced,primary,no,1,yes,no
caa2b21b3d7b6362e9feb9de12087463,43,blue-collar,married,secondary,yes,-7,no,no
da90354d50ee9fee848263ed096a044b,32,blue-collar,single,primary,no,611,yes,no
daad153d3bb914ea8254268301b528a1,36,entrepreneur,single,secondary,no,157,yes,no
aecf74acde67dd71690e83dcafca8c42,33,unemployed,single,secondary,no,233,yes,no
f369ec647aa5fd2e10974234d9dbcb28,39,admin.,married,secondary,no,419,yes,yes
1d612a999271934b928df89d8a55ecca,28,blue-collar,married,secondary,no,134,yes,no
0567247e28ab639c8619411671430471,26,technician,single,secondary,no,2087,no,no
6836a1d72c4e97bbdce7a5dcde85f121,40,technician,married,tertiary,no,103,yes,no
e21b706114b5e694b21d38d73a05a08b,44,housemaid,married,secondary,no,281,yes,no
a257863797f0df5e4821a6a4c1d092fd,34,management,married,tertiary,no,133,yes,no
402db2eec29d0b47fb62b28f3ca71c7e,47,blue-collar,married,primary,no,1865,yes,no
a0e2e83695d507a775ff803d24b45231,55,blue-collar,single,tertiary,no,325,yes,no
717a931fcadfea80f8f393ee1ad12242,48,blue-collar,divorced,primary,no,-18,yes,no
cb8c849cb1764abd71ce6c6a1e4b9a75,36,blue-collar,single,primary,no,49,yes,no
d65c761ebd4afb6ec8d95eca15a242a2,31,management,single,tertiary,no,7444,yes,yes
d0061bc15a87dc61e199530393d88dbf,30,management,single,tertiary,no,59,yes,yes
4939adabb3068d60130e7ccd1e15fa02,46,blue-collar,married,primary,no,45,yes,no
db8338bbf6195f50709f29215868288b,30,admin.,single,secondary,no,387,yes,no
5824d14aedeb7e6686b0b03eda0055f7,32,blue-collar,single,secondary,no,5,yes,yes
acc3338fba0b78634ff29ce7dd520be1,48,blue-collar,single,unknown,no,71,yes,no
eb80c3feb7244cdba21e3f79108103e9,48,admin.,single,secondary,no,96,yes,no
e4650f956412c974eeb82787d360f88b,36,services,single,tertiary,no,72,yes,no
bc6b46d5b35186ab64f3103102fbcf6a,41,admin.,single,secondary,no,1715,yes,no
6f9022721e6d4abcbcf36e803cee2534,49,admin.,single,primary,no,181,yes,no
a46cfc7fe8491485de79fcbba5130087,26,blue-collar,married,secondary,yes,20,yes,no
591df8e938571a585c04207bbb5fa749,38,management,married,secondary,no,65,yes,no
61a971d1b4c47c0ac9760e895d921dd0,27,student,single,secondary,no,81,yes,no
59e31c7b0b76597085a2340cab31249f,51,retired,married,secondary,no,226,yes,yes
385ae6e30e9b23b9786bb55c6779d8ad,33,admin.,divorced,secondary,no,1128,yes,no
a543e3440dd7e0630228c3035b6a1001,53,unemployed,married,secondary,no,582,yes,no
8859a3fc5bfcbb7994867d5bebce1809,36,technician,married,secondary,no,5611,yes,no
402fd90fb8b7ee202284ae490f13f741,48,technician,divorced,secondary,no,177,yes,no
ed27c80aebd7006c64f20ca3c30056da,27,admin.,single,secondary,no,181,yes,no
1363b7764d92380bd96bfbce923eae25,42,technician,married,secondary,no,0,yes,no
e230ba77b17eabf4641e35b9efe7bc1f,61,blue-collar,married,primary,no,734,yes,no
645ee1469d4c217fb723b0893de7c8dd,31,self-employed,married,tertiary,no,322,yes,no
367f419180e7e9777e705484c9d39983,37,blue-collar,single,secondary,no,134,yes,no
f261ab144bdf15c3abc5975f9f3d7093,34,entrepreneur,married,tertiary,no,10350,yes,no
28ed9de42eaaa85317a78d3fd7fca1db,55,technician,married,unknown,no,84,yes,no
38bc6341884db68a49d0518ecf6eccb3,24,services,married,secondary,no,620,yes,no
682781d32f2e1f58f9165e031177db27,41,technician,married,unknown,no,254,yes,no
53f03588b1b5d12ae68f06907a47f339,34,blue-collar,single,primary,no,0,yes,no
7a0ea261f676274f7e58910b38b795b5,29,blue-collar,married,secondary,no,5903,yes,no
aa82dc3dbda47f20f0e54b308a88c609,42,blue-collar,single,primary,no,134,yes,yes
8d5a47cd5755fc25cd136fd2da96940c,45,services,married,secondary,no,1381,yes,no
83ad4e706c510245bdbabf13c8707e24,49,management,married,secondary,no,104,yes,no
0133e0ffccf7d57a5a9b0876645ead77,26,blue-collar,single,primary,no,318,yes,no
88f8cf81615d274f98819454ed96c863,35,technician,single,secondary,no,2151,yes,no
69e369a69a8d2699ed192a93740f04e4,49,services,married,secondary,no,-8,yes,no
c651768141ccfb95af7162c1f31e917a,44,blue-collar,married,primary,no,185,yes,no
0dfce422622a141c5deb086ca8ae2136,41,management,married,tertiary,no,1773,no,no
a6c171667bb0697274cab76e6c1e9039,50,blue-collar,married,primary,no,40,yes,no
14c3e6ca1e6c5de51d0f73d236b34f4b,58,retired,married,tertiary,no,44,yes,no
ce76ebb2a4fa74c8f25e013140b499b5,43,blue-collar,married,secondary,no,0,yes,no
edeb650974c2d3df65d239b2147b0fea,34,management,married,tertiary,no,0,yes,no
11fe10330fcfaf8daf14957d70312620,57,admin.,divorced,secondary,no,3058,yes,no
5307366504b8d5d621e61bc9545fb879,43,services,divorced,secondary,no,130,yes,no
282bf2a18063b02535e14232a9715bd7,38,services,married,secondary,no,507,yes,no
48f889c1638121f513da2ed9771f8d0d,35,self-employed,married,tertiary,no,844,yes,no
a4ffa53fd08f0a7fa60b184ddfdb97d0,49,admin.,married,primary,no,458,yes,no
a83d94e43ec6eedc66a1115899f263ba,33,blue-collar,married,primary,yes,-744,yes,no
9ef01d21890542a349004cb2fa367bd3,60,retired,married,primary,no,-2,yes,no
4ff01d795fa3ea9b26a82ab5acd8bc1c,33,technician,single,tertiary,no,129,yes,no
ace1f9f8aa79d35b5a510cdacadcc875,33,services,divorced,secondary,no,411,yes,no
d180b454913e6f3fd9062eaefa66b5a4,47,management,married,tertiary,no,643,yes,no
64253ec06346f3be384936b2d7a12246,37,technician,single,unknown,no,391,yes,no
246130d7870d3b8742fa59ef2cb48676,34,blue-collar,married,secondary,no,80,yes,yes
1baad92d69589d9419884e4b080dab63,32,technician,single,secondary,no,10,yes,no
73d1f512d4e0a88cd31105f8e4b0b19b,36,admin.,married,secondary,no,114,yes,yes
c75aeed7cb36486a0695241be7e9461f,40,blue-collar,single,secondary,no,1,yes,no
da4206fe9933ab422ca6af050e12d53e,57,management,married,tertiary,no,1341,yes,no
c57b0d26da9f1d84070ec4d24c7ed7fe,48,blue-collar,married,primary,no,4,yes,no
05e710f8ed44f663c8efe6ba5ef13509,26,blue-collar,married,secondary,no,2770,yes,no
2959889796ed87a15bc9355c47f343ef,30,management,single,tertiary,no,5956,yes,no
707a3a94e47a1cc8342833c032e4468b,41,admin.,married,secondary,no,55,yes,no
9dcd235de6040203bad1e92069dd8a80,30,self-employed,married,secondary,no,131,yes,no
f59d4086511c63da184b6be835c8cc5b,35,management,married,tertiary,no,1942,yes,no
8f597d4f78b32fdc57c7ac05277e89b5,36,entrepreneur,married,unknown,no,298,yes,no
257b0ca1de3a1fbbcfddc4be54a69461,52,technician,married,secondary,no,291,no,no
6691dacbdb8ac2cf4ba37f5584ed6bde,45,blue-collar,married,primary,no,85,yes,no
bdff7d8502c772db6e2c4aaf2a03ab9b,35,management,single,tertiary,no,797,yes,no
ffd4b9c83e74150b39bd52c48c0e5f1e,46,blue-collar,single,secondary,no,152,yes,no
2973639830180e4e2ecccc167c593040,39,blue-collar,married,primary,no,481,yes,no
7d3e19484c89e325758c78274d5b7638,38,management,married,tertiary,no,66,yes,no
9fe18132a6ddbb3f8d2e6c07ef2a806b,38,blue-collar,married,secondary,no,4586,yes,no
d44f74c0f5994d0b21c9c28457a958e5,31,technician,single,tertiary,no,1798,yes,no
0b79f9773fa3b7e867b1fb2d3a8f7809,39,management,single,tertiary,no,220,yes,no
b371a4f07a0fbb685cb31172600ddeef,32,blue-collar,married,secondary,no,715,yes,no
8e6e859043b2ccf99973dc9abfbecea9,32,services,married,secondary,no,442,yes,no
0048cf37e064c6eb757b57f613377a5c,26,student,single,secondary,no,85,yes,no
4f9b711043e1fbdc22d58269bd6a6333,35,technician,married,secondary,no,319,yes,no
6bc1af49808dcad9ec6af2357a79c73f,26,blue-collar,single,secondary,no,-29,yes,no
bae11296d19a4c728a1b95f4b77f9441,33,admin.,single,secondary,no,303,no,no
226aa11fd37a3c7af0f8e9386e7d865e,41,unknown,single,primary,no,2398,yes,no
6d4259dd5c5835f9e9ae4ac23ccebc61,30,entrepreneur,married,secondary,no,31,no,no
2978e5e7e80fc8e0533ac7021fcedb1d,36,technician,single,secondary,no,1832,yes,no
88be45070b2d4ba10be66e02ab21f6d5,46,services,married,secondary,no,2019,yes,no
05143bcf158a0ad957138f18ed009da4,30,blue-collar,married,primary,no,3,yes,no
cd84fb733258ccd037baa40a2293c986,46,services,married,secondary,no,397,no,no
b497b60ff7cfb7e5acdbae02d0aae90c,38,technician,married,tertiary,no,1161,yes,no
09097714a2cce5c51dc72f346906c47a,24,technician,single,tertiary,no,777,yes,no
b2abea433eb0839d5216c35d6c753186,41,management,divorced,tertiary,no,47,yes,no
9f8190511bdbd112da639cefcec4e205,28,technician,married,primary,no,-58,yes,no
2d47df92f3ca9581fab3b766e9ff2228,55,unemployed,single,tertiary,no,1513,yes,no
79dd3f60ba0f37dc80ffdc22df19badb,40,management,married,tertiary,no,121,no,no
36d084f2a1378bac7915588a89209075,38,management,divorced,tertiary,no,904,yes,no
60b8d2f6a6744b29870f15b66e9b9dc5,40,technician,married,secondary,no,697,yes,no
78146800496c1fcfdb8fb75b0b5664e2,54,services,married,secondary,no,841,yes,no
17c8e9f064840c6af787de4eb8481d9b,49,housemaid,married,secondary,no,7317,yes,no
560d903ce216e87c2669d83c59d77e7c,44,blue-collar,married,secondary,no,-95,yes,no
8ef8b269eb549e501208f8baa4cfc3fe,32,management,single,tertiary,no,751,yes,no
9e168799fb294798a5515562644264e4,36,blue-collar,married,primary,no,250,yes,no
ead55e79dd2bfacd3f60c4aa9e5f173d,35,technician,single,secondary,no,365,yes,no
acf5dd135b96a2bc8ab1cb4d864b02dc,31,management,single,tertiary,no,1315,yes,no
39d7b98b8dbbee68be1a814728f7d880,34,technician,married,secondary,no,65,yes,no
f08b71502d2b7aa70362938939e9abb3,36,management,married,tertiary,no,1852,no,no
4e3696f83b5e17f30375be02294af852,44,admin.,single,secondary,no,-84,yes,no
0ad98624a743695655af83dbe19ace00,44,blue-collar,single,secondary,no,36,yes,no
cc1bfd91724fde1300847fb77ae495e6,51,blue-collar,married,unknown,no,125,yes,no
3ebb8d264805f083d46d6dd13db559f4,36,blue-collar,married,secondary,no,0,no,no
844c750b500b526d166e382311bb58da,37,blue-collar,married,secondary,no,105,yes,no
591306b1edc0a4a39765f0b28cd056c2,31,services,married,secondary,no,432,yes,no
b47122072e7e3110b490f77013b97fb1,42,blue-collar,married,primary,no,555,yes,no
e14075d4a5ca95004ac0b83d0663817f,55,entrepreneur,married,primary,no,-24,yes,no
60d866a37a80f19b47cc66886e499815,57,management,married,tertiary,no,2261,yes,no
19dfb166bd2d0bed2859ab4f75f4ce3b,33,services,married,secondary,no,804,yes,yes
7aeed2fc7e7746731b5f570e3e829f3c,44,blue-collar,married,secondary,yes,-617,yes,no
377feac7a9cc4ab4afb4175d26265c3f,30,technician,married,secondary,no,-1,yes,no
c6b79e8679356c4fee2465538d24a2df,37,services,married,secondary,no,237,yes,no
7a6693b7285569d97df5142514fe6ed7,32,admin.,married,secondary,no,514,yes,no
3b41266eecf95c854930a050c879eaa7,33,blue-collar,married,secondary,no,1988,yes,no
47fd6b61bc3b5ed7aea23b3e6d4a9282,31,technician,single,tertiary,no,491,yes,no
0368a1935ba3d94082d46854acc9a3ed,46,technician,married,tertiary,no,675,yes,no
b7864ed09dd2cbb016d79e1e7f31096f,34,blue-collar,single,secondary,no,177,yes,no
b2167f62daaaf32c5692335aeca9d5bb,51,admin.,divorced,secondary,no,340,yes,no
ddca6e07a9c5596d6c60d837d4217fed,49,technician,married,primary,no,230,yes,no
2ffaf599738a046546dee07df9641f39,52,management,single,tertiary,yes,0,no,no
3a6a89b10c3080c6796082df14e72395,43,technician,married,tertiary,no,2331,yes,no
7379a5a236204757fac274a28ea7c560,35,blue-collar,divorced,secondary,no,0,yes,no
4dee94baef6a38796e2cb55a12e6ecbe,27,student,single,secondary,no,217,yes,no
89bd882267e8b129dbfc67233d6488e2,43,blue-collar,married,primary,no,186,yes,no
baf9d00e877784dcb2623a7b0098e2ed,49,admin.,divorced,secondary,no,168,yes,yes
0400307da31c6aa682a5e21fdb5fbffb,50,services,divorced,secondary,no,145,yes,no
f9df1addafe17d174bf815957e427e81,33,admin.,divorced,secondary,no,140,yes,no
65808f1b49a9b9e36655d4b0c50004fe,49,services,married,secondary,no,-22,yes,no
65bca92cc87c2a1c2785892664e64309,50,technician,married,secondary,no,389,yes,no
ab9a70310cd7baaa8ee07f06d3dae261,42,admin.,married,secondary,no,323,yes,yes
145662f3060fb1575c619c72a8c11059,28,services,married,secondary,no,6,yes,no
faa5afb229a1512a4d6346c6dba5367e,41,technician,married,secondary,no,225,yes,yes
fcac3badad59fc687b392fc3d2822a41,34,services,married,secondary,no,142,yes,no
da7442a39f195e73a5d9317ee1abd11b,58,blue-collar,married,primary,no,5,no,no
c8d31d89bb74ccba5b0e1b9d9bc2680b,46,blue-collar,married,primary,no,174,yes,yes
030f1a1a6b55dc74d81ac0f653409ba7,46,blue-collar,married,primary,no,-768,yes,no
8d5ff24450d3695cfcc9872868482ea7,42,blue-collar,married,secondary,no,30,no,no
b43be511438b4ea5351aec7300ac694e,40,blue-collar,married,primary,no,968,yes,yes
a4934a034abedee03e93f9f233185820,42,blue-collar,divorced,secondary,no,47,yes,yes
d22021dcc1927a64370711bffc4f8cf1,33,entrepreneur,married,secondary,no,0,yes,yes
a3dbaa2070d815f842fa745f6da03871,27,services,married,primary,no,91,yes,no
4293d211b87cfcf9d797ff6023c3f387,43,blue-collar,married,primary,no,-77,yes,no
9f0f226608ff41d6a912cb964899d069,28,blue-collar,married,unknown,no,486,yes,no
f897aa8e8bbbfb5b22f5b025b0ad3e75,34,blue-collar,single,secondary,no,341,yes,no
67835385b4ddbdd310dce81bc2fb0940,37,services,married,secondary,no,50,yes,no
1cf8864c7999200e519aac116216ba94,41,services,married,secondary,no,205,yes,no
5edce9e32d16248e857cb92ba9baa32f,39,admin.,single,secondary,no,762,yes,no
a7e96a50f9ce36749aee49006df20b5a,37,technician,single,tertiary,no,31,yes,no
558d23ec0edbde77f1b76de2422b2c0c,41,unemployed,married,primary,yes,-581,yes,no
336e5487af0d83f30bf25723a3c91260,36,services,single,secondary,no,-45,yes,no
370a4e94517c979999a4051b9e5c7929,51,blue-collar,married,primary,no,0,no,no
b75bd93eb54967273e52ceef72732747,28,self-employed,married,tertiary,no,120,yes,yes
3c0a227a0293e0aae0f8bb42364429e0,31,blue-collar,married,secondary,no,335,yes,no
26e6f722c83127830a2bf3804f085612,33,services,married,secondary,no,-232,yes,no
36db2f74fd787ead2b5464262cfead30,28,admin.,divorced,secondary,no,785,yes,no
4f354c147137891975f2a7b73d1c088a,31,services,married,secondary,no,28,yes,no
4936f352297d67b8e4260f2b58cf2d5e,43,management,single,tertiary,no,2067,yes,no
8003e8296aad11f6629589eff2f01c55,48,blue-collar,married,primary,no,448,yes,no
0ade51bd60ce32b726420d255ceb55c3,26,student,single,tertiary,no,37,yes,no
8e006e46256ef8e5124d17ad0e36349b,34,technician,single,tertiary,no,301,yes,no
660f355e313f804ed6ab12a6f42e6992,38,blue-collar,married,primary,no,668,no,no
57168d95f3c9b709bfb273bb8c19e5f7,51,admin.,divorced,secondary,no,115,yes,yes
b024de798d023076968aec472970c103,49,admin.,single,secondary,no,275,no,no
46b3ebff77b15059af33b3dba408a8dd,60,retired,married,primary,no,414,no,no
d664b71e5c7a456650e73abd80bba9b1,32,management,single,tertiary,no,3,yes,no
4516813368a3ab348b9a51cce633c731,36,admin.,divorced,secondary,no,496,no,no
44716afd2869338dbed6e1f7f4819d09,28,management,single,tertiary,no,150,yes,no
a4941e99913f6b28daac88937019b46a,34,management,single,tertiary,no,163,no,no
8a5c8b23089385590f641405111b919c,40,admin.,single,secondary,no,1322,yes,no
7e3f4c3c12bd774918431db0bf9fa335,33,housemaid,married,primary,no,1713,yes,no
a88e1bb998e51ea7787ea630721648c3,37,admin.,married,primary,no,242,yes,no
a90c274531cebd1f534486acef24bf13,40,management,married,tertiary,no,-29,no,no
3c6a291c494f78c3a314b4bc3d06a556,59,retired,divorced,tertiary,no,381,yes,no
5312a88473ffd19c1d2202b06294dfa4,39,blue-collar,single,secondary,no,82,yes,no
b9379f485671c8a5393cd2e408b8fc5d,28,management,single,tertiary,no,21,yes,no
e281fe539aa4e7e944cad4b7349b0a31,30,services,married,secondary,no,1801,yes,no
f4f4ba2f0973895f749f7988fba7bb77,40,blue-collar,married,primary,no,640,yes,yes
c26762a1367bfeab46ec8f884dc041d7,28,blue-collar,married,primary,no,113,yes,no
7a74f684846e722b7765d85ea27df500,39,blue-collar,married,secondary,no,1042,yes,no
e0fe38c43ccbd5a8dd64cd78a28e8f78,44,services,divorced,secondary,no,240,yes,no
8c736232ab9a6030d42f2fe92e51cd66,39,services,single,secondary,no,-244,yes,no
514388d6552e46c949947ed54a266672,30,blue-collar,married,primary,no,70,yes,yes
d223ba37b602a208db73d09f8ee9a8ae,35,blue-collar,married,secondary,no,-339,yes,no
e1aaafee99f5544bb103b422d6388936,31,management,married,tertiary,no,59,yes,no
9170d76094a2cafc7b9708c2e2b9106e,47,management,married,primary,no,1222,yes,no
db0e9c22879ec860c5baa220da369a89,26,student,single,unknown,no,-41,yes,no
b9653bddcdfbc861a6dcabc79cd687f0,25,blue-collar,single,secondary,no,0,yes,no
dff48fb820e0d39ce17a2f395350d5b4,42,management,married,tertiary,no,6,yes,no
86035b9182ac6bd9bf5f9ecfe4b56154,30,blue-collar,married,primary,no,4,yes,no
91ea98371e9d33390ae4895da9195e0c,28,services,married,secondary,no,20,yes,yes
93c88fcf86e9346f21c380eb59d25d79,46,admin.,divorced,tertiary,no,846,yes,no
872297b723a75e756288f0fd1457f59e,43,blue-collar,divorced,secondary,no,338,yes,no
2f1d22a373da1818a6cb29ad85732bf9,38,technician,married,unknown,no,90,yes,yes
f2a70b24929d64ea322290c8b6568381,31,blue-collar,married,primary,no,406,yes,no
8b54412744f1953e0e5585fff769e512,29,services,single,secondary,no,2,no,no
c47c888ddc5bcd057b44dc9b38a4b852,34,services,married,secondary,no,2211,no,no
292f8ac3381c3f666c5e9d259465b656,40,blue-collar,married,primary,no,87,yes,no
00b0b548a5a2f3bf9daea1fa1a3d7ff9,30,technician,single,tertiary,no,178,yes,no
38daa06b14d76bc067dd8ec904e1c6a5,44,technician,married,unknown,no,185,yes,yes
03bcdc8488e605663ebd2fb95e9dcc3b,38,blue-collar,married,secondary,no,-210,yes,no
15e87985c3353687d30a9ca2caa10d5d,43,management,divorced,tertiary,no,388,yes,no
8c857ae2ab3846a0d86a11d2a7215427,32,blue-collar,married,secondary,no,1,yes,no
433d46a1815f3ff3fc7469881d25d58c,33,management,married,secondary,yes,879,yes,no
b17583504a0be3499e188adc39a877d4,32,blue-collar,married,secondary,no,214,yes,no
6025b0488ad5682cecd1c8884d23960a,40,technician,married,unknown,no,698,yes,no
8e24956d37c0b69196b2ae0b1459a0c1,34,management,married,tertiary,no,1601,yes,no
9738b042a077199d6a3b61df2dd9d7ff,30,blue-collar,married,secondary,no,717,yes,no
496f775b513624df7a9b898b2f5bd81c,53,blue-collar,divorced,primary,no,255,yes,no
035fb20347437801e65218dbb0424eea,39,management,single,tertiary,no,375,yes,no
b4b64656a9873296d22e2ab50c24a98b,46,blue-collar,married,primary,no,587,yes,no
7ea0ca65f3876b2f0aed8ad7e7f8a09e,32,management,married,tertiary,no,644,yes,yes
7322f403c6e01d150c81ee8ade56c7b4,60,technician,married,unknown,no,0,yes,no
8963e5f85fc7007d32e8ba208a3ea8d5,40,management,single,tertiary,no,-275,yes,no
4a0e108c7e0b52744bd4a60651e95127,47,blue-collar,married,secondary,no,116,yes,no
0899434343bc6409d97ad0e1393741b3,25,entrepreneur,married,tertiary,no,37,yes,yes
1723505c28965876e2dfceddc78bd122,44,blue-collar,married,primary,no,753,yes,no
d33a777530564c8b8c732c16326a8848,38,blue-collar,single,primary,no,162,yes,no
e605c90efd930394bfbc28e650a0e003,45,admin.,divorced,secondary,no,984,yes,no
fc8dfd40b624b3bf9db6363540d861cf,34,blue-collar,married,secondary,no,199,yes,no
5b357d06b3026f827f4eea13f59c001b,36,services,divorced,secondary,no,241,yes,no
1d7262529f0bbc548160750bb4569cda,30,blue-collar,single,secondary,no,648,yes,yes
647d2ee40b6553ab5572cfbd2a9480a1,35,blue-collar,single,secondary,no,907,yes,yes
e05eb000e830b5de6ad717832cea4f3d,39,unemployed,divorced,secondary,no,6322,no,no
773a42d9581b5a499652a1011d84fef5,46,blue-collar,married,secondary,no,125,yes,yes
c62d315c76813139577d075089f8b45f,36,self-employed,married,primary,no,90,yes,no
30dd6d1a6d84d59266ba9911666a7e40,22,technician,single,secondary,no,54,yes,yes
1904f5be887b4ceb66a54e8e88fe5a48,26,blue-collar,single,secondary,no,-132,no,no
